"target_id","length.x","Median_tpm","chrom_average","cyto_average","chrom_enrichment","alyref_rpm_less_igg","ciz1_rpm_less_igg","hnrnpc_rpm_less_igg","hnrnpk_rpm_less_igg","hnrnpl_rpm_less_igg","hnrnpm_rpm_less_igg","hnrnpu_rpm_less_igg","khdrbs1_rpm_less_igg","lbr_rpm_less_igg","matrin3_rpm_less_igg","nudt21_rpm_less_igg","nxf1_rpm_less_igg","pabpn1_rpm_less_igg","ptbp1_rpm_less_igg","rbm15_rpm_less_igg","ring1b_rpm_less_igg","rybp_rpm_less_igg","safb_rpm_less_igg","sfpq_rpm_less_igg","spen_rpm_less_igg","srsf1_rpm_less_igg","supt16h_rpm_less_igg","tia1_rpm_less_igg","u2af35_rpm_less_igg","u2af65_rpm_less_igg","xrn2_rpm_less_igg","ythdc1_rpm_less_igg"
"Thoc2l_chr5_104508350_104554207_+_ENSMUSG00000097392.4_ENSMUST00000096452.6",5181,4.252845,52.85825,2.95464,0.9470617,0.021263,0,0,0,0,0.0730272,2.58394,0,0,0,0,0,0,0,16.4998,0.672181,0.0488309,15.7571,0,0.0777545,0,0,0,0,0,0,145.07
"Thoc2l_chr5_104508350_104554207_+_ENSMUSG00000097392.4_ENSMUST00000239307.2",9550,0.3564508,2.689615,0.8666,0.7563139,0.102561,0,-0.155967,-0.253043,0,-0.199666,1.97176,0.008227,0,-0.194338,0.503581,0,0.564993,0,0.000198002,0,6.868e-08,7.07147e-05,0,3.96456e-06,0,0,2.07998e-05,0,0,0,2.51965e-09
"Thoc2l_chr5_104508350_104554207_+_ENSMUSG00000097392.4_ENSMUST00000239420.1",9445,2.373555,8.604885,2.171668,0.7984821,0.578847,0,-0.180158,-0.289027,-0.17968,-0.098742,-0.211953,0.146593,0,-0.178869,13.6961,0.75076,14.34,-0.0899378,5.20729,0,-0.009393,7.00188,0.007039,0.021338,3.22359,3.32792,0.83714,5.59026,10.5162,0,58.4704
"Thoc3_chr13_54458837_54468849_-_ENSMUSG00000025872.5_ENSMUSG00000025872.5.unspliced",10013,2.02596,23.7703,0.616392,0.9747242,0.209776,0,5.72637,6.46511,3.57821,-0.00804214,4.90549,0.776546,0.243269,0,0,0,0,0,0,0,0,1.36826,0,-0.0098768,0.915555,0,-0.00804214,0,1.20429,0,0.0083869
"Thoc5_chr11_4895320_4928867_+_ENSMUSG00000034274.11_ENSMUSG00000034274.11.unspliced",33548,1.24623,19.40735,0.4752325,0.976098,0,0,18.9881,9.97771,8.30957,4.64985,16.0974,0.304054,0.97479,1.20273,1.66993,0,-0.024244,16.0909,0.393472,0.0911609,0.217668,7.85605,0,0.661771,4.48637,0.132387,1.10181,2.14119,12.4905,0,0
"Thoc6_chr17_23668614_23673882_-_ENSMUSG00000041319.14_ENSMUSG00000041319.14.unspliced",5269,1.134205,9.595305,0.492017,0.9512242,0,0,0,0.963216,2.47141,0,1.35191,0,0,0,0,0,0,0,0,0,0,0,0,1.29895,0,0,0,0,2.65128,0,0
"Thoc7_chr14_13949012_13961852_-_ENSMUSG00000053453.9_ENSMUSG00000053453.9.unspliced",12841,2.046225,15.46545,1.12243,0.9323343,0.358986,0.0024467,2.5726,0.322003,2.1812,0.265275,9.80783,0,0.0448336,0,0.512974,1.23466,0.205715,0.251908,0,0.281676,0.0346375,5.27938,0,1.86607,0.816708,0.359471,4.77201,0.743331,4.32596,0,0.0263201
"Thoc7_chr14_13949012_13961852_-_ENSMUSG00000053453.9_ENSMUST00000225325.1",765,12.60222,16.22657,0,1,0,0.09392,0.0073563,0,0,-0.875681,0,0,0.72484,0,-0.27084,1.34219,0,0,0,0,-0.12958,0.012993,0,-0.648996,-0.370887,0.60238,0,-0.920337,0,0,-0.788346
"Thop1_chr10_81070035_81082559_+_ENSMUSG00000004929.12_ENSMUSG00000004929.12.unspliced",12525,0.869532,12.85653,0.317725,0.9758829,0,0,0.93462,7.28158,0.0638846,4.17144,1.18842,0,0,7.07041,0,0,0,0,0.274645,0,0,2.08673,0,1.59627,1.26338,0,0.813155,0.240418,1.5852,1.83472,0
"Thpo_chr16_20724454_20734511_-_ENSMUSG00000022847.15_ENSMUSG00000022847.15.unspliced",10058,0.0832095,0.7436035,0.06376575,0.9210203,0,0,0,0.284337,0.806146,0,0,0,0,0,0,0,0,0.571612,0,0,0.117436,0.598494,0,0.739426,0,0.111717,0,0.0300915,0.330074,0,0.292424
"Thra_chr11_98740638_98769006_+_ENSMUSG00000058756.13_ENSMUSG00000058756.13.unspliced",28369,0.791475,6.794875,0.421139,0.9416383,-0.0402107,-0.0402107,0.323763,5.65714,8.46097,1.95088,6.99273,0.635885,0.203026,0.421677,0.0442397,0.641812,0.224491,6.42097,0.61527,1.04922,0.379961,16.6012,1.27755,4.7886,1.19174,0.201611,3.69916,0.579273,1.30013,4.03981,1.25079
"Thrap3_chr4_126164082_126202760_-_ENSMUSG00000043962.16_ENSMUSG00000043962.16.unspliced",38679,8.037395,81.9772,2.81099,0.9668469,0,0.249646,265.043,71.649,34.6927,69.8564,81.9913,0.801627,0,21.6462,0.207401,0.188512,6.24887,60.6401,0.298818,0.35339,0,36.0545,0.0766251,0.50002,11.5962,0.424023,28.5745,65.0254,111.418,3.20007,69.4768
"Thrap3_chr4_126164082_126202760_-_ENSMUSG00000043962.16_ENSMUST00000106142.7",2744,10.7114,32.4203,5.70515,0.8503585,0,0,-0.400449,-0.472932,0.0670877,0,-0.855919,-0.407269,0,0,0,1.46826,3.06465,0,0,0,0,-1.33408,0,0,33.3996,2.19599,0.0162066,20.999,23.984,-0.087078,92.642
"Thsd1_chr8_22227313_22261334_+_ENSMUSG00000031480.15_ENSMUSG00000031480.15.unspliced",34022,0.2479745,2.51136,0.0910661,0.9650072,0,0,1.20725,4.32899,2.3788,0.799627,1.9026,0.298668,0.382564,9.84105,0.685078,0.32801,0.259846,2.33937,0,0.11123,0.426046,1.76074,0,0.0550327,0.0181067,0.0041834,1.60053,0.609737,2.50075,1.31645,0.299163
"Thsd1_chr8_22227313_22261334_+_ENSMUSG00000031480.15_ENSMUST00000162447.1",3273,0.3494845,0.992384,0,1,0,0,0,0.0197816,0,0,0,0,0,0,0,0,1.5349,0,0,0,0,0,0,0,0,-0.188107,0,0,0,0.0472511,1.88035
"Thsd4_chr9_59966931_60522046_-_ENSMUSG00000032289.15_ENSMUSG00000032289.15.unspliced",555116,0.2628255,3.446335,0.03857495,0.9889309,0.0441073,1.04071,24.4853,35.4243,50.6717,26.1566,80.2965,8.18096,4.85073,81.2247,10.6786,4.90916,1.64541,35.0123,4.36177,4.72984,4.07647,64.7822,15.536,25.0539,2.82417,1.25346,21.4292,3.94648,3.1736,18.4671,6.64389
"Thsd4_chr9_59966931_60522046_-_ENSMUSG00000032289.15_ENSMUST00000098660.9",8796,1.079116,1.001931,0.219157,0.8205232,2.15121,-0.208353,-0.138838,-0.134588,-0.215675,-0.092086,-0.0712155,-0.17617,0.948756,-0.149713,-0.158944,6.23214,0.417483,-0.057808,0.397981,-0.191183,0.348208,-0.011362,0.066817,0.009216,3.98864,0.895076,0.085498,0.431619,0.91076,0.22778,1.44116
"Thsd7a_chr6_12311610_12749410_-_ENSMUSG00000032625.14_ENSMUST00000119581.6",5678,0.1913405,0.425861,0.1064659,0.7999991,0,0,0.0150408,0,0,0,0,0,0,0,-0.0241263,0.172049,0.1836,0,0.425325,0.11123,0,0.0756825,0,0,0.269769,0.0385271,0,0,0,0,0.318828
"Thtpa_chr14_55094784_55098986_+_ENSMUSG00000045691.14_ENSMUSG00000045691.14.unspliced",4203,0.349395,2.628355,0,1,0,0,0.19924,0,0,0,0,0,0,0,0,0.03663,0,0,0,0,0,0,0,0,0,0,0.16015,0,0,0,0.281117
"Thumpd1_chr7_119715093_119720798_-_ENSMUSG00000030942.8_ENSMUSG00000030942.8.unspliced",5706,1.503875,14.1953,0.750628,0.9497771,0,0,0,1.44124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.880549,0,0,5.29406,0,0,0.0458141
"Thumpd2_chr17_81026332_81065082_-_ENSMUSG00000024246.9_ENSMUSG00000024246.9.unspliced",38751,1.032369,11.71533,0.262761,0.9780632,-0.0649347,0,8.24085,15.0966,12.7152,4.73067,17.9881,1.24298,1.17294,40.6386,1.24372,1.10587,0.28771,7.34814,1.40675,0.917905,0.828548,7.44364,0,0.591788,1.59475,0.271691,3.46241,1.96844,4.4007,1.77491,2.48619
"Thumpd3_chr6_113046225_113068273_+_ENSMUSG00000030264.14_ENSMUSG00000030264.14.unspliced",22049,2.30895,25.5543,0.900835,0.9659486,0.053139,0.159924,4.60506,16.6097,17.6914,5.64091,16.7368,0.906756,0,4.09959,1.2383,-0.0795774,2.77575,4.01031,1.2655,0.0120326,0,5.75306,0.345536,1.48833,0.267865,0.335785,6.27443,10.0714,20.1646,2.51504,2.83996
"Thyn1_chr9_26999710_27007336_+_ENSMUSG00000035443.10_ENSMUSG00000035443.10.unspliced",7627,1.79052,18.3763,1.65543,0.9173596,-0.120127,-0.0402107,1.4472,0.211652,-0.0402107,-0.011895,0.4284,-0.0402107,-0.141475,0.370367,0,0.337237,0,-0.0402107,-0.0402107,0,0,-0.0402107,-0.0402107,-0.0402107,0.43574,-0.0016836,-0.0215089,-0.0271259,6.48062,-0.0222482,0
"Tia1_chr6_86404219_86433405_+_ENSMUSG00000071337.11_ENSMUSG00000071337.11.unspliced",29187,1.981255,18.9482,0.8106615,0.9589723,-0.114999,0,36.1304,15.404,12.3086,4.20291,9.77571,0.498352,0.0682755,5.10203,5.12344,0.255725,3.6943,3.08795,0.55892,0.155722,0.789572,4.65019,0.267467,1.27666,2.80373,0.890973,3.3114,11.0667,15.9188,2.2387,2.56498
"Tia1_chr6_86404219_86433405_+_ENSMUSG00000071337.11_ENSMUST00000095754.9",1789,3.734585,8.496165,1.988725,0.8103247,1.61418,0,-0.686161,-0.631914,-0.0626392,0,-0.0213691,0,0,0,0.289688,3.58154,0,0,0,0,0.809273,0.179307,0.0123424,0,6.169,3.54496,-0.101424,0.30733,-0.72247,0.063215,0.68902
"Tia1_chr6_86404219_86433405_+_ENSMUSG00000071337.11_ENSMUST00000130967.7",1445,1.1069,14.13725,1.098466,0.9279019,-0.242569,0,0,-0.643712,-1.53832,-0.722559,-0.368174,-0.0511755,0.240755,-0.872969,-1.43791,-0.107471,0.431551,-1.18494,-0.609968,-0.231981,-1.14895,-0.593156,-0.006766,-0.716412,1.04604,0.0865971,-0.528773,0.33433,0.219528,-0.665404,0.0356446
"Tiaf2_chr15_27479006_27480902_+_ENSMUSG00000115568.1_ENSMUST00000227393.1.monoexonic.unspliced",1897,0.9777985,6.05521,0.0404106,0.9933706,0,0,0,0,1.00511,0.922705,4.69366e-09,0.535428,0.312643,0.85662,0.197725,0,0,1.40693,0.261666,0,0,0.041796,0.703455,0.797001,0,0,1.2047,0,0,0,0
"Tial1_chr7_128439777_128461717_-_ENSMUSG00000030846.15_ENSMUSG00000030846.15.unspliced",21941,4.52065,49.1319,2.034355,0.9602403,0.20984,0,33.1352,16.2627,9.85471,1.88121,13.2629,0,0,17.3139,0.996992,1.55033,1.32192,0.466337,0,0,0.0195727,31.4049,0.32672,3.07942,0.93775,0,25.2528,50.8551,81.7676,0,0.125131
"Tial1_chr7_128439777_128461717_-_ENSMUSG00000030846.15_ENSMUST00000141126.7",1344,2.534605,2.59336,0,1,0.64561,0,0,0,0,0,0,0,0,0,0,-5.51971,36.343,0,0,0,0,0,0,0,0,0,0,-1.43204,6.60738,0,0
"Tiam1_chr16_89787111_90143769_-_ENSMUSG00000002489.16_ENSMUSG00000002489.16.unspliced",356659,0.8761955,9.986165,0.1620135,0.9840352,0.479178,123.104,48.4807,66.3323,66.8217,91.9843,98.2085,210.164,8.21885,86.6693,34.4426,10.3097,4.67034,58.3889,32.1714,7.05852,6.8203,111.92,136.387,124.503,9.5338,2.18748,71.1994,33.1468,13.8271,63.3405,7.19358
"Tiam1_chr16_89787111_90143769_-_ENSMUSG00000002489.16_ENSMUST00000002588.10",7289,3.36787,8.642515,0.411672,0.9545324,0.00344904,-0.18907,-7.65466,-6.7793,-0.0287361,-5.03484,-0.0322023,-2.12346,0.0010619,-5.37351,-0.00607748,6.00123,0.00612662,-0.0149441,-0.096762,0.0056241,-0.86131,-3.55447,-1.28891,-2.57923,7.09386,0.0067307,-2.37456,-1.92241,0.00175615,-0.0019892,0.99953
"Tiam2_chr17_3326573_3531344_+_ENSMUSG00000023800.15_ENSMUSG00000023800.15.unspliced",204772,0.119628,1.83332,0.04818355,0.9743909,0,-0.016826,2.03977,2.33218,4.26591,5.29114,5.72609,0.516893,1.3371,11.9876,0.175569,0.160158,0.406725,6.01486,0.096717,-0.014306,0.241476,6.50876,0.926182,1.52534,0.284679,0.0226111,1.35287,0,0.140084,0.266979,0.0829901
"Ticam1_chr17_56269319_56276786_-_ENSMUSG00000047123.8_ENSMUSG00000047123.8.unspliced",7468,1.33413,13.89732,0.33716,0.9763139,0,0,0.0150408,7.00575,0,0,0,0,0,7.84168,0,0,0,5.22919,0,0,0,0.707663,0,0.0110076,0,0,1.93005,0,0.839172,0,0.386837
"Ticrr_chr7_79660196_79698148_+_ENSMUSG00000046591.10_ENSMUSG00000046591.10.unspliced",37953,1.644325,21.6884,0.424539,0.9808013,0.117071,0,13.0766,6.09683,20.7039,2.50789,11.8013,1.54212,0,27.1055,0,0.086883,0.169933,8.68208,0.746589,0,0,4.85064,0.112375,0,0.196993,0,2.45542,5.77523,9.74117,0.0538875,3.59926
"Tigar_chr6_127085116_127109557_-_ENSMUSG00000038028.9_ENSMUSG00000038028.9.unspliced",24442,0.8772425,7.09486,0.1530735,0.9788804,0,0,4.82284,7.26875,3.33022,1.70286,6.78311,0.229328,0,6.11849,0.300023,0.421551,0.0526641,2.02151,0.448555,0.241987,0.269151,0.681967,0.499982,0.48602,0.418965,0.275364,1.76632,0.488823,1.31759,0.741287,-0.0105684
"Tigd3_chr19_5891138_5894149_-_ENSMUSG00000044390.5_ENSMUSG00000044390.5.unspliced",3012,0.4855755,4.18851,0.253823,0.9428627,0,0,0,0,0,0,0,0,0,6.49446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tigd5_chr15_75909735_75914535_+_ENSMUSG00000103906.1_ENSMUST00000192937.1.monoexonic.unspliced",4801,0.668242,2.819565,0.632801,0.8167051,0,0.10644,0,0,0,0.123567,0.351694,0,1.26371,0,0,1.23954,0,0,0.514867,0.293479,0,0.138716,0.116011,0,0,0,0.163164,0,0,0,9.76003
"Timd2_chr11_46668960_46707061_-_ENSMUSG00000040413.15_ENSMUSG00000040413.15.unspliced",38102,0.06560365,0.351962,0.01415684,0.9613327,0,0,0,3.78315e-09,0,-0.027654,0.358785,0,0.0965008,-0.0005606,0,0,0,0.414448,0,0,0,0.266233,0,0.0834398,0,0.0770542,0.0438328,0,0,0,0.181975
"Timd2_chr11_46668960_46707061_-_ENSMUSG00000040413.15_ENSMUST00000055102.12",1941,0.133066,1.73698,0.248925,0.8746541,0,0,0,0,0,0,0,0,0,0,0,0,0.141908,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Timeless_chr10_128232065_128252941_+_ENSMUSG00000039994.15_ENSMUSG00000039994.15.unspliced",20877,1.655405,19.8374,0.4466465,0.9779804,0,0,12.9769,21.4304,15.5693,3.07613,11.2249,0.0800596,0,0.709425,0,0.454177,0.164541,23.3617,0,0.55578,0.733366,5.65481,0,0.194875,15.4273,0.467819,6.02272,3.96025,16.0134,2.43441,0
"Timm10_chr2_84826997_84830213_+_ENSMUSG00000027076.10_ENSMUSG00000027076.10.unspliced",3217,1.46843,12.59058,0.678207,0.948887,0,0,0.149364,0.16195,0,0.111337,0,0,0,0,0,0,0,0.244883,0,0,0.218788,0.197011,0,0,0,0,0,0.156502,0,0,0
"Timm10b_chr7_105640056_105643637_+_ENSMUSG00000089847.8_ENSMUSG00000089847.8.unspliced",3582,0.488309,4.78754,0.282202,0.944336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Timm10b_chr7_105640056_105643637_+_ENSMUSG00000089847.8_ENSMUST00000106780.1",671,0.5001655,7.2804,0,1,0,0,0,0,0,0,0,0,0,0,1.05179,0,0.304679,0,0.266943,0,0,0,0,0,0.470804,0,0.362443,1.02176,2.09381,0,0
"Timm10b_chr7_105640056_105643637_+_ENSMUSG00000089847.8_ENSMUST00000106783.7",3273,1.132275,12.56894,2.049842,0.8597803,0,0,2.60285,2.33322,0,0,0,0,0,0,0.438651,0,0,0,0,0,0,0.212226,0,0,0.0149949,0,0.236402,0.170042,0.562961,0,0
"Timm10b_chr7_105640056_105643637_+_ENSMUSG00000089847.8_ENSMUST00000151193.1",1083,3.211275,9.589265,2.202605,0.8132099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Timm13_chr10_80899450_80900969_-_ENSMUSG00000020219.7_ENSMUSG00000020219.7.unspliced",1520,0.228949,3.52086,0.3769955,0.9032813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Timm17a_chr1_135295213_135313778_-_ENSMUSG00000062580.9_ENSMUSG00000062580.9.unspliced",18566,2.061955,22.03775,0.583416,0.9742093,0,0,7.70202,4.19735,5.10993,2.44268,17.8025,0.357896,0.112299,2.07383,0.372149,0,1.68016,14.8431,0,0,0,1.462,0.264456,0,0,0,0.346974,0,0,0,0
"Timm17b_chrX_7899357_7908351_+_ENSMUSG00000031158.11_ENSMUSG00000031158.11.unspliced",8995,0.706217,8.01731,0.3264185,0.9608786,0,0,2.81775,0.296187,0.591973,0.17442,0,0,0,2.13016,0,0,0,0,0,0,0,0.344262,0,0.749741,0.72598,0,0.53246,0,0,0.422038,0.440353
"Timm21_chr18_84946191_84951524_-_ENSMUSG00000024645.5_ENSMUSG00000024645.5.unspliced",5334,1.385445,12.9111,0.9625895,0.9306176,-0.032702,0,0,0.426315,0,0,0,0,0,0,0,0.141151,0.096173,0,0,0,0,0,0,0,0.506733,0.251688,0,1.33658,3.81165,0,1.18596
"Timm22_chr11_76406952_76416292_+_ENSMUSG00000020843.15_ENSMUSG00000020843.15.unspliced",9341,1.78932,19.29425,0.566442,0.9714792,-0.0446318,0.02661,1.69665,1.52572,9.13936,0,1.55557,0.0396194,0,0,0,0,0,0,0,0,0,3.68535,0,0,0,0,0,0,0,0,0
"Timm23_chr14_32180162_32201898_-_ENSMUSG00000013701.13_ENSMUSG00000013701.13.unspliced",21737,5.358775,48.1616,1.92797,0.9615096,0,0,29.4432,49.4885,32.9558,8.54004,48.426,1.46803,0,12.3152,3.54218,0.129416,12.1787,13.2683,0.291012,0,0.804354,21.561,0,2.43292,1.37161,0,16.0656,10.1515,27.3258,0.438226,0
"Timm29_chr9_21592722_21595970_+_ENSMUSG00000048429.10_ENSMUSG00000048429.10.unspliced",3249,1.023262,2.66422,0.64742,0.8045017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Timm44_chr8_4259731_4275913_-_ENSMUSG00000002949.15_ENSMUSG00000002949.15.unspliced",16183,2.279405,28.1357,0.861181,0.9703009,-0.398046,-0.0160843,2.66142,19.7228,-0.0160843,0,6.00585,0,0,11.8501,0.256477,-0.219296,0.04812,1.26349,-0.0160843,-0.0160843,-0.0160843,3.4144,0.445151,-0.0160843,19.7455,-0.0855025,2.48169,3.08265,1.13308,0.0018782,-0.0534641
"Timm50_chr7_28305516_28312072_-_ENSMUSG00000003438.17_ENSMUSG00000003438.17.unspliced",6557,1.765555,17.4318,0.690162,0.9619157,-0.032237,0,4.65763,7.352,0.454024,0.336743,3.84012,0,0,1.48789,0,0.077978,0.0224209,0,0,0,0,0,0,0,0,0,0,5.53825,7.10631,0.902996,0
"Timm8a1_chrX_134537256_134541865_-_ENSMUSG00000048007.4_ENSMUSG00000048007.4.unspliced",4610,1.239455,7.75028,0.595177,0.9286825,0.012651,0,0.926402,0.994529,0.7972,0.266977,0.785641,0,0.406684,0,0.296688,0.228312,0,3.10577,0.380554,0,0.209681,0.393349,0,0,0.564978,0,0.249996,0.226658,0.187163,0.731119,0
"Timm8b_chr9_50603910_50605320_+_ENSMUSG00000039016.5_ENSMUSG00000039016.5.unspliced",1411,0.870618,18.50795,0.6681585,0.9651567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Timm9_chr12_71123173_71136684_-_ENSMUSG00000021079.16_ENSMUSG00000021079.16.unspliced",13512,3.06957,26.82305,1.533045,0.945936,0.184261,0.21288,3.42775,10.4889,11.8942,3.486,18.5199,2.85288,0,1.38323,0,0.355241,2.01446,3.26719,0,1.51832,0,2.54737,0,1.2877,0,0.179703,3.22115,1.0183,4.57572,2.30196,0
"Timm9_chr12_71123173_71136684_-_ENSMUSG00000021079.16_ENSMUST00000220482.1",859,1.05985,8.4179,1.160891,0.8788061,0,0,0,0,0,0,-0.472825,-0.138394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272559,0,0
"Timm9_chr12_71123173_71136684_-_ENSMUSG00000021079.16_ENSMUST00000221815.1",1193,0.381672,4.56665,0.68161,0.8701265,0,0,0.937475,0.021855,0.23659,0,-0.0758884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21775,0.897194,-0.0350917,0,0
"Timmdc1_chr16_38498347_38522663_-_ENSMUSG00000002846.9_ENSMUSG00000002846.9.unspliced",24317,2.404015,23.23215,1.04357,0.9570118,0.546057,0,48.0377,18.8708,14.5801,12.3211,22.0715,0,2.52605,11.0416,9.25607,0.200941,0,4.74096,0,0.94626,0.748904,29.5755,0.199788,0.941854,8.40394,1.98255,9.8007,4.0439,5.94458,2.55926,69.75
"Timp1_chrX_20870166_20874735_+_ENSMUSG00000001131.11_ENSMUSG00000001131.11.unspliced",4570,0.160079,3.190815,0.02347325,0.9926972,0.0231017,0,0,0,0,0.141578,0.390574,0,0,0,0,0,0,0,0.0223855,0,0,0,0,0,0.0175462,0,0,0,0,0,0
"Timp2_chr11_118301069_118355740_-_ENSMUSG00000017466.9_ENSMUSG00000017466.9.unspliced",54672,0.445158,4.545135,0.0487792,0.9893818,0,4.04082,0.919166,1.68668,2.63425,5.67824,7.78992,12.8164,0.67198,0.871572,1.22513,0.420919,0.172801,0.901386,0.867662,0.760339,0.31924,8.37512,4.09989,2.24489,0.312336,0.29985,6.185,1.28585,0.625963,6.13202,0.296869
"Timp3_chr10_86300372_86349506_+_ENSMUSG00000020044.13_ENSMUSG00000020044.13.unspliced",49135,0.179116,2.2788,0.02767565,0.9880009,0,0,0.859439,0.912048,3.04797,1.9506,3.46207,0.615909,0.433429,1.4129,0.389788,0.167228,0.844396,4.3847,0,0.0784911,0,5.61,1.03805,0.647488,0.67619,0.290929,2.64879,0,0,1.352,0.210526
"Tinagl1_chr4_130164454_130175122_-_ENSMUSG00000028776.14_ENSMUSG00000028776.14.unspliced",10669,5.746135,48.7884,2.79493,0.9458172,0,0,0.0150409,33.44,15.7395,0.0141578,29.8254,0,0,0,0,0,0.0263929,29.2098,0,0,0,0.727021,0,0.0110072,0,0,14.2947,0,0,0,0
"Tinf2_chr14_55674689_55681820_-_ENSMUSG00000007589.9_ENSMUSG00000007589.9.unspliced",7132,2.71882,34.6212,2.126585,0.9421303,0,0,0,11.6661,1.90497,0,0,0,0,2.92695,0,0,4.09235,0,0,0,0,0,0,0,0,0,0.630987,0,17.759,0,24.3392
"Tiparp_chr3_65528410_65555518_+_ENSMUSG00000034640.9_ENSMUSG00000034640.9.unspliced",27109,0.5507825,5.946235,0.15188,0.9750939,0,0,3.2479,2.23707,2.17072,2.40948,3.59837,0,0.392569,3.79983,0.667424,0.285295,0.823393,1.32272,0.207936,0.153959,0.0622064,1.6019,2.30358,2.38892,0.0288392,0.103362,2.31178,0.70493,1.1215,1.03918,0.580313
"Tipin_chr9_64281581_64305424_+_ENSMUSG00000032397.7_ENSMUSG00000032397.7.unspliced",23844,3.62173,40.2371,1.534305,0.963269,0.0087415,0,26.7361,9.91386,19.7911,4.36363,16.7467,0.849296,0,1.88644,0.0389952,0.668726,6.26196,6.79281,0,0,0,10.394,3.35095,3.90861,0,0,14.0057,0.431707,1.09988,0.683379,0.103358
"Tiprl_chr1_165212286_165236996_-_ENSMUSG00000040843.10_ENSMUSG00000040843.10.unspliced",24711,1.430995,13.34438,0.689263,0.950885,0.01658,0,12.0037,5.28028,6.73546,13.3135,6.4725,0,0.410857,0.609704,3.70535,-0.0748955,-0.0795275,14.0265,0,0,0.164542,6.30394,2.18181,3.05946,1.69601,0,5.58028,9.54699,16.3539,1.11209,0.0343088
"Tirap_chr9_35184551_35200291_-_ENSMUSG00000032041.15_ENSMUSG00000032041.15.unspliced",15741,0.82237,7.547725,0.214922,0.9723133,0.0222062,0,5.31104,5.98198,2.65564,0.249716,1.79814,0.170357,0,0,0,0.128614,0,3.18201,0,0,0,0.265347,0,0.625288,0.226459,0.259686,1.38056,0.203481,2.07461,0.866779,0
"Tjap1_chr17_46257851_46283026_-_ENSMUSG00000012296.16_ENSMUSG00000012296.16.unspliced",25176,2.62619,36.6109,0.772703,0.9793304,-0.0640287,0.376915,38.5468,11.2852,4.37522,34.3427,15.4061,1.91414,0.474647,40.9493,1.84223,2.14207,0.863928,13.6676,0.391451,0.546063,1.13974,12.207,15.1082,26.8681,5.62019,0.170079,25.7647,1.15932,22.1889,8.06732,0.0287996
"Tjp1_chr7_65296165_65527781_-_ENSMUSG00000030516.14_ENSMUSG00000030516.14.unspliced",231617,0.9726875,11.59944,0.196773,0.983319,0.187065,0,57.0955,40.9856,86.2245,40.3205,88.28,1.07177,0.105693,109.5,4.63065,0.585364,1.43708,55.0362,0.756426,0.592135,0.813657,28.1389,2.67654,7.28537,3.39451,0.112916,15.4438,19.2558,43.9861,2.11545,1.68804
"Tjp2_chr19_24094505_24225030_-_ENSMUSG00000024812.11_ENSMUSG00000024812.11.unspliced",130526,4.797735,54.96205,0.918953,0.9835552,0.118653,36.3972,161.144,199.532,139.919,128.788,222.583,88.9609,0.606074,237.382,20.7121,1.63235,6.25433,102.992,9.7355,2.1465,1.2601,154.314,149.045,205.898,24.4814,0.961232,165.733,41.3364,66.7087,65.4342,36.2218
"Tjp3_chr10_81273207_81291581_-_ENSMUSG00000034917.8_ENSMUSG00000034917.8.unspliced",18375,1.10225,9.329165,0.44112,0.9548509,0,0.231448,0.646752,2.62529,0.610872,0,7.89839,0,0,0.454365,0.124335,2.03418,0.22782,0,0,0,0,3.1846,1.52888,1.94448,6.45852,0.0263194,2.17187,0,0,2.48377,0
"Tk1_chr11_117815526_117826092_-_ENSMUSG00000025574.13_ENSMUSG00000025574.13.unspliced",10567,4.96611,47.83685,2.267875,0.9547373,0,0,5.10607,45.0454,15.9246,8.89846,27.8012,0,0,0,0,0,0.552353,5.37565,0,0,0,15.895,7.94113,24.7743,6.56108,0.275457,21.5155,1.00535,13.1847,14.2019,0.0252279
"Tk2_chr8_104226685_104248558_-_ENSMUSG00000035824.7_ENSMUSG00000035824.7.unspliced",21874,1.0677,12.86918,0.2486065,0.9810481,-0.0087997,0,1.97375,5.64091,7.51098,3.36054,15.6542,0,0.14451,0.174855,4.73823,2.44454,0.0582433,0,0.482488,1.2824,0.338379,6.9104,1.47799,5.47366,2.23558,0.224709,5.09469,2.06251,3.48872,1.60282,8.19567
