"genes","total_intra","rare","prev","rare_ratio"
"Stk16_chr1_75210838_75215606_+_ENSMUSG00000026201.12_ENSMUSG00000026201.12.unspliced",87,17,67,0.195402298850575
"Stk17b_chr1_53755506_53785224_-_ENSMUSG00000026094.14_ENSMUSG00000026094.14.unspliced",62,19,41,0.306451612903226
"Stk19_chr17_34823993_34836945_-_ENSMUSG00000061207.11_ENSMUSG00000061207.11.unspliced",48,10,37,0.208333333333333
"Stk24_chr14_121286343_121380011_-_ENSMUSG00000063410.8_ENSMUSG00000063410.8.unspliced",93,38,50,0.408602150537634
"Stk25_chr1_93619751_93658659_-_ENSMUSG00000026277.14_ENSMUSG00000026277.14.unspliced",84,13,68,0.154761904761905
"Stk3_chr15_34875496_35178921_-_ENSMUSG00000022329.15_ENSMUSG00000022329.15.unspliced",82,16,63,0.195121951219512
"Stk31_chr6_49395604_49469501_+_ENSMUSG00000023403.14_ENSMUSG00000023403.14.unspliced",57,20,37,0.350877192982456
"Stk32c_chr7_139103638_139213307_-_ENSMUSG00000015981.12_ENSMUST00000016125.11",53,23,25,0.433962264150943
"Stk35_chr2_129800517_129832287_+_ENSMUSG00000037885.18_ENSMUSG00000037885.18.unspliced",94,9,82,0.0957446808510638
"Stk36_chr1_74601445_74636894_+_ENSMUSG00000033276.18_ENSMUSG00000033276.18.unspliced",62,35,24,0.564516129032258
"Stk38_chr17_28970880_29007995_-_ENSMUSG00000024006.17_ENSMUSG00000024006.17.unspliced",96,28,64,0.291666666666667
"Stk38l_chr6_146724995_146778812_+_ENSMUSG00000001630.13_ENSMUSG00000001630.13.unspliced",58,9,47,0.155172413793103
"Stk39_chr2_68210445_68472268_-_ENSMUSG00000027030.15_ENSMUSG00000027030.15.unspliced",98,42,51,0.428571428571429
"Stk4_chr2_164070322_164155524_+_ENSMUSG00000018209.15_ENSMUSG00000018209.15.unspliced",64,9,54,0.140625
"Stmn1_chr4_134468320_134473843_+_ENSMUSG00000028832.11_ENSMUSG00000028832.11.unspliced",71,16,49,0.225352112676056
"Stn1_chr19_47501033_47537507_-_ENSMUSG00000042694.17_ENSMUSG00000042694.17.unspliced",69,8,59,0.115942028985507
"Stom_chr2_35313986_35336976_-_ENSMUSG00000026880.11_ENSMUSG00000026880.11.unspliced",80,41,39,0.5125
"Stoml1_chr9_58253164_58262520_+_ENSMUSG00000032333.6_ENSMUSG00000032333.6.unspliced",77,23,50,0.298701298701299
"Stoml2_chr4_43027690_43031710_-_ENSMUSG00000028455.15_ENSMUSG00000028455.15.unspliced",79,25,53,0.316455696202532
"Ston1_chr17_88597684_88662586_+_ENSMUSG00000033855.15_ENSMUSG00000033855.15.unspliced",68,8,55,0.117647058823529
"Ston2_chr12_91633009_91788387_-_ENSMUSG00000020961.15_ENSMUSG00000020961.15.unspliced",67,17,46,0.253731343283582
"Stox1_chr10_62659043_62726128_-_ENSMUSG00000036923.12_ENSMUSG00000036923.12.unspliced",99,40,54,0.404040404040404
"Stox2_chr8_47180048_47446362_-_ENSMUSG00000038143.16_ENSMUSG00000038143.16.unspliced",43,7,35,0.162790697674419
"Strada_chr11_106163330_106202168_-_ENSMUSG00000069631.14_ENSMUSG00000069631.14.unspliced",118,45,68,0.38135593220339
"Strada_chr11_106163330_106202168_-_ENSMUSG00000069631.14_ENSMUST00000106867.1",72,9,61,0.125
"Stradb_chr1_58973522_58995715_+_ENSMUSG00000026027.13_ENSMUSG00000026027.13.unspliced",82,19,57,0.231707317073171
"Strbp_chr2_37483228_37703859_-_ENSMUSG00000026915.16_ENSMUSG00000026915.16.unspliced",54,7,46,0.12962962962963
"Strip1_chr3_107612532_107631694_-_ENSMUSG00000014601.13_ENSMUSG00000014601.13.unspliced",55,20,31,0.363636363636364
"Strip2_chr6_29917012_29959681_+_ENSMUSG00000039629.14_ENSMUST00000115224.7",65,37,26,0.569230769230769
"Strn_chr17_78649913_78737196_-_ENSMUSG00000024077.15_ENSMUSG00000024077.15.unspliced",74,35,37,0.472972972972973
"Strn3_chr12_51609632_51691897_-_ENSMUSG00000020954.16_ENSMUSG00000020954.16.unspliced",70,0,68,0
"Strn4_chr7_16815889_16840931_+_ENSMUSG00000030374.15_ENSMUSG00000030374.15.unspliced",64,8,53,0.125
"Stt3a_chr9_36729344_36767679_-_ENSMUSG00000032116.18_ENSMUSG00000032116.18.unspliced",70,28,40,0.4
"Stt3b_chr9_115242581_115310421_-_ENSMUSG00000032437.10_ENSMUSG00000032437.10.unspliced",83,25,55,0.301204819277108
"Stx11_chr10_12938209_12964298_-_ENSMUSG00000039232.12_ENSMUSG00000039232.12.unspliced",94,17,72,0.180851063829787
"Stx12_chr4_132853501_132884509_-_ENSMUSG00000028879.4_ENSMUSG00000028879.4.unspliced",49,17,30,0.346938775510204
"Stx16_chr2_174076308_174099771_+_ENSMUSG00000027522.15_ENSMUSG00000027522.15.unspliced",99,40,54,0.404040404040404
"Stx17_chr4_48124915_48186507_+_ENSMUSG00000061455.13_ENSMUSG00000061455.13.unspliced",67,19,46,0.283582089552239
"Stx18_chr5_38038742_38137765_+_ENSMUSG00000029125.14_ENSMUSG00000029125.14.unspliced",74,17,57,0.22972972972973
"Stx1a_chr5_135023482_135051100_+_ENSMUSG00000007207.10_ENSMUSG00000007207.10.unspliced",81,6,75,0.0740740740740741
"Stx1b_chr7_127803900_127824549_-_ENSMUSG00000030806.6_ENSMUSG00000030806.6.unspliced",68,16,50,0.235294117647059
"Stx1b_chr7_127803900_127824549_-_ENSMUSG00000030806.6_ENSMUST00000106267.4",73,13,59,0.178082191780822
"Stx2_chr5_128984557_129008574_-_ENSMUSG00000029428.13_ENSMUSG00000029428.13.unspliced",88,32,51,0.363636363636364
"Stx3_chr19_11775118_11819403_-_ENSMUSG00000041488.16_ENSMUSG00000041488.16.unspliced",66,18,46,0.272727272727273
"Stx4a_chr7_127824294_127849019_+_ENSMUSG00000030805.14_ENSMUSG00000030805.14.unspliced",79,23,54,0.291139240506329
"Stx5a_chr19_8741413_8756069_+_ENSMUSG00000010110.17_ENSMUSG00000010110.17.unspliced",72,22,47,0.305555555555556
"Stx6_chr1_155158715_155208256_+_ENSMUSG00000026470.14_ENSMUSG00000026470.14.unspliced",89,27,59,0.303370786516854
"Stx7_chr10_24149302_24190222_+_ENSMUSG00000019998.6_ENSMUSG00000019998.6.unspliced",86,20,60,0.232558139534884
"Stx8_chr11_67966193_68207148_+_ENSMUSG00000020903.13_ENSMUSG00000020903.13.unspliced",75,6,68,0.08
"Stx8_chr11_67966193_68207148_+_ENSMUSG00000020903.13_ENSMUST00000021286.10",94,13,77,0.138297872340426
"Stx8_chr11_67966193_68207148_+_ENSMUSG00000020903.13_ENSMUST00000108675.1",114,44,65,0.385964912280702
"Stxbp1_chr2_32787602_32847245_-_ENSMUSG00000026797.16_ENSMUSG00000026797.16.unspliced",63,17,42,0.26984126984127
"Stxbp2_chr8_3630955_3643644_+_ENSMUSG00000004626.14_ENSMUSG00000004626.14.unspliced",79,16,62,0.20253164556962
"Stxbp3_chr3_108793176_108840526_-_ENSMUSG00000027882.18_ENSMUSG00000027882.18.unspliced",67,19,44,0.283582089552239
"Stxbp3_chr3_108793176_108840526_-_ENSMUSG00000027882.18_ENSMUST00000138552.5",69,27,38,0.391304347826087
"Stxbp4_chr11_90476492_90638084_-_ENSMUSG00000020546.14_ENSMUSG00000020546.14.unspliced",76,24,51,0.31578947368421
"Stxbp5_chr10_9755547_9901079_-_ENSMUSG00000019790.17_ENSMUSG00000019790.17.unspliced",49,18,30,0.36734693877551
"Stxbp6_chr12_44852484_45074709_-_ENSMUSG00000046314.16_ENSMUSG00000046314.16.unspliced",68,23,41,0.338235294117647
"Styk1_chr6_131299142_131353597_-_ENSMUSG00000032899.14_ENSMUSG00000032899.14.unspliced",44,11,32,0.25
"Styx_chr14_45351093_45422820_+_ENSMUSG00000053205.9_ENSMUSG00000053205.9.unspliced",46,4,38,0.0869565217391304
"Styx_chr14_45351093_45422820_+_ENSMUSG00000053205.9_ENSMUST00000226873.1",72,32,35,0.444444444444444
"Styxl1_chr5_135747220_135778385_-_ENSMUSG00000019178.17_ENSMUSG00000019178.17.unspliced",83,28,52,0.337349397590361
"Sub1_chr15_11981339_11996983_-_ENSMUSG00000022205.15_ENSMUSG00000022205.15.unspliced",65,20,41,0.307692307692308
"Sucla2_chr14_73525319_73596142_+_ENSMUSG00000022110.13_ENSMUSG00000022110.13.unspliced",70,19,49,0.271428571428571
"Suclg1_chr6_73248382_73276911_+_ENSMUSG00000052738.14_ENSMUSG00000052738.14.unspliced",62,20,38,0.32258064516129
"Suclg2_chr6_95473009_95718800_-_ENSMUSG00000061838.7_ENSMUSG00000061838.7.unspliced",48,2,45,0.0416666666666667
"Suco_chr1_161816114_161876682_-_ENSMUSG00000040297.12_ENSMUSG00000040297.12.unspliced",58,6,52,0.103448275862069
"Sufu_chr19_46396896_46488804_+_ENSMUSG00000025231.17_ENSMUSG00000025231.17.unspliced",98,37,55,0.377551020408163
"Sufu_chr19_46396896_46488804_+_ENSMUSG00000025231.17_ENSMUST00000120778.7",109,52,49,0.477064220183486
"Sugp1_chr8_70042813_70072347_+_ENSMUSG00000011306.7_ENSMUSG00000011306.7.unspliced",85,37,43,0.435294117647059
"Sugp2_chr8_70234226_70279915_+_ENSMUSG00000036054.15_ENSMUSG00000036054.15.unspliced",74,6,65,0.0810810810810811
"Sugp2_chr8_70234226_70279915_+_ENSMUSG00000036054.15_ENSMUST00000093458.10",77,34,42,0.441558441558442
"Sugt1_chr14_79587691_79635196_+_ENSMUSG00000022024.10_ENSMUSG00000022024.10.unspliced",80,16,59,0.2
"Sulf1_chr1_12692277_12861192_+_ENSMUSG00000016918.15_ENSMUST00000088585.9",55,22,32,0.4
"Sulf2_chr2_166073089_166155663_-_ENSMUSG00000006800.14_ENSMUSG00000006800.14.unspliced",88,41,44,0.465909090909091
"Sult4a1_chr15_84076097_84105754_-_ENSMUSG00000018865.9_ENSMUSG00000018865.9.unspliced",55,19,32,0.345454545454545
"Sult6b1_chr17_78883938_78906992_-_ENSMUSG00000038045.14_ENSMUSG00000038045.14.unspliced",48,12,34,0.25
"Sumf1_chr6_108107028_108185582_-_ENSMUSG00000030101.15_ENSMUSG00000030101.15.unspliced",57,22,32,0.385964912280702
"Sumf2_chr5_129846986_129864050_+_ENSMUSG00000025538.15_ENSMUSG00000025538.15.unspliced",59,19,38,0.322033898305085
"Sumo1_chr1_59586558_59670834_-_ENSMUSG00000026021.15_ENSMUSG00000026021.15.unspliced",61,9,49,0.147540983606557
"Sumo2_chr11_115523102_115536276_-_ENSMUSG00000020738.16_ENSMUSG00000020738.16.unspliced",82,19,58,0.231707317073171
"Sumo3_chr10_77606097_77618331_+_ENSMUSG00000020265.16_ENSMUSG00000020265.16.unspliced",88,29,54,0.329545454545455
"Sumo3_chr10_77606097_77618331_+_ENSMUSG00000020265.16_ENSMUST00000020501.14",83,28,50,0.337349397590361
"Sun1_chr5_139200637_139249840_+_ENSMUSG00000036817.14_ENSMUSG00000036817.14.unspliced",77,16,56,0.207792207792208
"Sun2_chr15_79724070_79742536_-_ENSMUSG00000042524.14_ENSMUSG00000042524.14.unspliced",73,12,59,0.164383561643836
"Suox_chr10_128669894_128674073_-_ENSMUSG00000049858.8_ENSMUSG00000049858.8.unspliced",61,27,31,0.442622950819672
"Supt20_chr3_54692807_54728766_+_ENSMUSG00000027751.13_ENSMUSG00000027751.13.unspliced",60,23,33,0.383333333333333
"Supt3_chr17_44777152_45119290_+_ENSMUSG00000038954.14_ENSMUSG00000038954.14.unspliced",89,44,44,0.49438202247191
"Supt4a_chr11_87737552_87743623_+_ENSMUSG00000020485.14_ENSMUSG00000020485.14.unspliced",68,10,55,0.147058823529412
"Supt7l_chr5_31514564_31527807_-_ENSMUSG00000053134.13_ENSMUSG00000053134.13.unspliced",101,16,78,0.158415841584158
"Supv3l1_chr10_62429209_62449738_-_ENSMUSG00000020079.15_ENSMUSG00000020079.15.unspliced",81,3,75,0.037037037037037
"Surf4_chr2_26920040_26933928_-_ENSMUSG00000014867.9_ENSMUSG00000014867.9.unspliced",89,31,54,0.348314606741573
"Surf6_chr2_26888628_26902879_-_ENSMUSG00000036160.13_ENSMUSG00000036160.13.unspliced",65,15,47,0.230769230769231
"Susd1_chr4_59314683_59438633_-_ENSMUSG00000038578.15_ENSMUSG00000038578.15.unspliced",74,16,52,0.216216216216216
"Susd1_chr4_59314683_59438633_-_ENSMUSG00000038578.15_ENSMUST00000040166.13",64,12,51,0.1875
"Susd2_chr10_75636706_75644008_-_ENSMUSG00000006342.15_ENSMUSG00000006342.15.unspliced",53,27,26,0.509433962264151
"Susd3_chr13_49230690_49248706_-_ENSMUSG00000021384.14_ENSMUSG00000021384.14.unspliced",96,49,42,0.510416666666667
"Susd3_chr13_49230690_49248706_-_ENSMUSG00000021384.14_ENSMUST00000058196.12",48,26,19,0.541666666666667
"Susd4_chr1_182763860_182896591_+_ENSMUSG00000038576.15_ENSMUSG00000038576.15.unspliced",107,12,88,0.11214953271028
"Susd6_chr12_80790510_80880835_+_ENSMUSG00000021133.9_ENSMUSG00000021133.9.unspliced",54,2,51,0.037037037037037
"Suv39h1_chrX_8061171_8074760_-_ENSMUSG00000039231.18_ENSMUSG00000039231.18.unspliced",70,16,53,0.228571428571429
"Suv39h2_chr2_3455815_3475031_-_ENSMUSG00000026646.16_ENSMUSG00000026646.16.unspliced",90,4,80,0.0444444444444444
"Suz12_chr11_79993106_80034123_+_ENSMUSG00000017548.15_ENSMUSG00000017548.15.unspliced",76,18,53,0.236842105263158
"Sv2a_chr3_96181151_96195521_+_ENSMUSG00000038486.9_ENSMUSG00000038486.9.unspliced",74,15,57,0.202702702702703
"Svil_chr18_4920540_5119299_+_ENSMUSG00000024236.18_ENSMUSG00000024236.18.unspliced",75,18,56,0.24
"Svip_chr7_51997171_52006018_-_ENSMUSG00000074093.4_ENSMUSG00000074093.4.unspliced",77,45,32,0.584415584415584
"Svop_chr5_114026910_114091570_-_ENSMUSG00000042078.14_ENSMUSG00000042078.14.unspliced",86,31,51,0.36046511627907
"Swap70_chr7_110221711_110283506_+_ENSMUSG00000031015.8_ENSMUSG00000031015.8.unspliced",71,26,42,0.366197183098592
"Swsap1_chr9_21955755_21958264_+_ENSMUSG00000051238.6_ENSMUSG00000051238.6.unspliced",37,16,18,0.432432432432432
"Swt1_chr1_151367699_151428455_-_ENSMUSG00000052748.14_ENSMUSG00000052748.14.unspliced",55,8,44,0.145454545454545
"Syap1_chrX_162857057_162888447_-_ENSMUSG00000031357.3_ENSMUSG00000031357.3.unspliced",70,12,58,0.171428571428571
"Syce1l_chr8_113643213_113655533_+_ENSMUSG00000033409.14_ENSMUSG00000033409.14.unspliced",61,27,29,0.442622950819672
"Syce2_chr8_84872111_84888221_+_ENSMUSG00000003824.12_ENSMUSG00000003824.12.unspliced",85,28,54,0.329411764705882
"Syde1_chr10_78584503_78591964_-_ENSMUSG00000032714.6_ENSMUSG00000032714.6.unspliced",88,32,52,0.363636363636364
"Syde2_chr3_145987870_146021720_+_ENSMUSG00000036863.12_ENSMUSG00000036863.12.unspliced",84,11,65,0.130952380952381
"Syk_chr13_52583173_52648792_+_ENSMUSG00000021457.14_ENSMUSG00000021457.14.unspliced",97,7,81,0.0721649484536082
"Syna_chr5_134558146_134560171_-_ENSMUSG00000085957.4_ENSMUST00000149604.4.monoexonic.unspliced",43,22,19,0.511627906976744
"Sync_chr4_129287617_129308559_+_ENSMUSG00000001333.9_ENSMUSG00000001333.9.unspliced",53,12,39,0.226415094339623
"Syncrip_chr9_88447009_88482574_-_ENSMUSG00000032423.12_ENSMUSG00000032423.12.unspliced",67,7,59,0.104477611940299
"Syndig1_chr2_149829211_150004392_+_ENSMUSG00000074736.10_ENSMUSG00000074736.10.unspliced",63,12,47,0.19047619047619
"Syne1_chr10_5020917_5551482_-_ENSMUSG00000096054.3_ENSMUSG00000096054.3.unspliced",72,24,45,0.333333333333333
"Syne1_chr10_5020917_5551482_-_ENSMUSG00000096054.3_ENSMUST00000215295.1",63,15,46,0.238095238095238
"Syne2_chr12_75818134_76110926_+_ENSMUSG00000063450.14_ENSMUSG00000063450.14.unspliced",80,35,42,0.4375
"Syne2_chr12_75818134_76110926_+_ENSMUSG00000063450.14_ENSMUST00000143031.7",67,29,36,0.432835820895522
"Syne3_chr12_104929933_105009809_-_ENSMUSG00000054150.12_ENSMUSG00000054150.12.unspliced",82,17,64,0.207317073170732
"Syne4_chr7_30314807_30319046_+_ENSMUSG00000019737.14_ENSMUSG00000019737.14.unspliced",102,48,51,0.470588235294118
"Syngap1_chr17_26941253_26972434_+_ENSMUSG00000067629.13_ENSMUSG00000067629.13.unspliced",49,17,30,0.346938775510204
"Syngr1_chr15_80091334_80119501_+_ENSMUSG00000022415.12_ENSMUSG00000022415.12.unspliced",83,13,64,0.156626506024096
"Syngr4_chr7_45885222_45896714_-_ENSMUSG00000040231.16_ENSMUSG00000040231.16.unspliced",64,32,29,0.5
"Syngr4_chr7_45885222_45896714_-_ENSMUSG00000040231.16_ENSMUST00000120299.3",77,37,37,0.48051948051948
"Synj1_chr16_90936092_91011308_-_ENSMUSG00000022973.18_ENSMUSG00000022973.18.unspliced",57,19,37,0.333333333333333
"Synj2_chr17_5941280_6044290_+_ENSMUSG00000023805.17_ENSMUSG00000023805.17.unspliced",81,14,59,0.17283950617284
"Synj2bp_chr12_81497941_81532911_-_ENSMUSG00000090935.10_ENSMUSG00000090935.10.unspliced",110,12,92,0.109090909090909
"Synm_chr7_67730160_67759742_-_ENSMUSG00000030554.16_ENSMUSG00000030554.16.unspliced",54,21,26,0.388888888888889
"Synpo_chr18_60593973_60660142_-_ENSMUSG00000043079.17_ENSMUSG00000043079.17.unspliced",69,20,47,0.289855072463768
"Synpo_chr18_60593973_60660142_-_ENSMUSG00000043079.17_ENSMUST00000155195.2",69,27,41,0.391304347826087
"Synpo2l_chr14_20658946_20668354_-_ENSMUSG00000039376.13_ENSMUSG00000039376.13.unspliced",67,18,48,0.26865671641791
"Synrg_chr11_83964428_84044578_+_ENSMUSG00000034940.15_ENSMUSG00000034940.15.unspliced",71,24,45,0.338028169014085
"Syp_chrX_7638471_7653256_+_ENSMUSG00000031144.15_ENSMUST00000069520.10",64,33,30,0.515625
"Sypl_chr12_32953891_32979860_+_ENSMUSG00000020570.15_ENSMUSG00000020570.15.unspliced",63,23,38,0.365079365079365
"Syt11_chr3_88744700_88775164_-_ENSMUSG00000068923.14_ENSMUSG00000068923.14.unspliced",57,24,30,0.421052631578947
"Syt12_chr19_4445908_4477447_-_ENSMUSG00000049303.10_ENSMUST00000059295.9",107,58,40,0.542056074766355
"Syt13_chr2_92915098_92956058_+_ENSMUSG00000027220.2_ENSMUSG00000027220.2.unspliced",98,53,40,0.540816326530612
"Syt14_chr1_192891233_193035775_-_ENSMUSG00000016200.14_ENSMUSG00000016200.14.unspliced",79,19,59,0.240506329113924
"Syt14_chr1_192891233_193035775_-_ENSMUSG00000016200.14_ENSMUST00000016344.8",62,14,47,0.225806451612903
"Syt14_chr1_192891233_193035775_-_ENSMUSG00000016200.14_ENSMUST00000215093.1",96,21,74,0.21875
"Syt17_chr7_118380717_118448222_-_ENSMUSG00000058420.8_ENSMUSG00000058420.8.unspliced",47,15,26,0.319148936170213
"Syt7_chr19_10389090_10453180_+_ENSMUSG00000024743.16_ENSMUSG00000024743.16.unspliced",72,29,42,0.402777777777778
"Syt8_chr7_142434850_142440396_+_ENSMUSG00000031098.18_ENSMUST00000122393.1",70,26,40,0.371428571428571
"Syt9_chr7_107370728_107548656_+_ENSMUSG00000062542.11_ENSMUSG00000062542.11.unspliced",76,22,51,0.289473684210526
"Sytl2_chr7_90302252_90410719_+_ENSMUSG00000030616.16_ENSMUSG00000030616.16.unspliced",63,17,39,0.26984126984127
"Sytl2_chr7_90302252_90410719_+_ENSMUSG00000030616.16_ENSMUST00000239078.1",64,23,38,0.359375
"Syvn1_chr19_6046576_6053712_+_ENSMUSG00000024807.18_ENSMUSG00000024807.18.unspliced",89,43,44,0.48314606741573
"Szrd1_chr4_141113001_141139775_-_ENSMUSG00000040842.17_ENSMUSG00000040842.17.unspliced",63,13,45,0.206349206349206
"Szt2_chr4_118362743_118409273_-_ENSMUSG00000033253.18_ENSMUSG00000033253.18.unspliced",58,6,51,0.103448275862069
"T_chr17_8434423_8442496_+_ENSMUSG00000062327.10_ENSMUSG00000062327.10.unspliced",59,19,40,0.322033898305085
"Tab1_chr15_80133127_80161707_+_ENSMUSG00000022414.8_ENSMUSG00000022414.8.unspliced",81,22,56,0.271604938271605
"Tab2_chr10_7905653_7956230_-_ENSMUSG00000015755.16_ENSMUSG00000015755.16.unspliced",68,11,55,0.161764705882353
"Tab3_chrX_85574022_85634469_+_ENSMUSG00000035476.9_ENSMUSG00000035476.9.unspliced",66,27,36,0.409090909090909
"Tacc1_chr8_25154552_25256588_-_ENSMUSG00000065954.11_ENSMUSG00000065954.11.unspliced",81,24,52,0.296296296296296
"Tacc2_chr7_130577438_130764785_+_ENSMUSG00000030852.18_ENSMUSG00000030852.18.unspliced",69,24,41,0.347826086956522
"Tacc3_chr5_33658128_33678995_+_ENSMUSG00000037313.16_ENSMUSG00000037313.16.unspliced",68,4,60,0.0588235294117647
"Taco1os_chr11_106065077_106066305_-_ENSMUSG00000085255.1_ENSMUSG00000085255.1.unspliced",88,57,30,0.647727272727273
"Tada1_chr1_166379097_166393621_+_ENSMUSG00000026563.13_ENSMUSG00000026563.13.unspliced",53,20,32,0.377358490566038
"Tada2a_chr11_84078920_84129600_-_ENSMUSG00000018651.14_ENSMUSG00000018651.14.unspliced",77,5,70,0.0649350649350649
"Tada2b_chr5_36473670_36484285_-_ENSMUSG00000029196.9_ENSMUSG00000029196.9.unspliced",59,18,38,0.305084745762712
"Tada3_chr6_113366025_113377883_-_ENSMUSG00000048930.12_ENSMUSG00000048930.12.unspliced",79,17,58,0.215189873417722
"Taf1_chrX_101532734_101601789_+_ENSMUSG00000031314.18_ENSMUSG00000031314.18.unspliced",76,19,55,0.25
"Taf1_chrX_101532734_101601789_+_ENSMUSG00000031314.18_ENSMUST00000149274.8",69,34,31,0.492753623188406
"Taf10_chr7_105739393_105744361_-_ENSMUSG00000043866.11_ENSMUSG00000043866.11.unspliced",71,13,53,0.183098591549296
"Taf11_chr17_27901122_27909844_-_ENSMUSG00000024218.13_ENSMUSG00000024218.13.unspliced",95,34,56,0.357894736842105
"Taf12_chr4_132274375_132295766_+_ENSMUSG00000028899.11_ENSMUSG00000028899.11.unspliced",78,9,65,0.115384615384615
"Taf13_chr3_108571698_108583222_+_ENSMUSG00000048100.13_ENSMUSG00000048100.13.unspliced",70,22,41,0.314285714285714
"Taf15_chr11_83473086_83506743_+_ENSMUSG00000020680.15_ENSMUSG00000020680.15.unspliced",92,4,84,0.0434782608695652
"Taf1a_chr1_183388981_183410198_+_ENSMUSG00000072258.10_ENSMUSG00000072258.10.unspliced",75,19,51,0.253333333333333
"Taf1b_chr12_24498359_24558539_+_ENSMUSG00000059669.8_ENSMUSG00000059669.8.unspliced",46,19,23,0.41304347826087
"Taf1d_chr9_15306214_15316991_+_ENSMUSG00000031939.16_ENSMUSG00000031939.16.unspliced",85,17,66,0.2
"Taf2_chr15_55015131_55072152_-_ENSMUSG00000037343.8_ENSMUSG00000037343.8.unspliced",69,20,48,0.289855072463768
"Taf3_chr2_9914552_10048596_-_ENSMUSG00000025782.12_ENSMUSG00000025782.12.unspliced",52,7,44,0.134615384615385
"Taf4_chr2_179912152_179976646_-_ENSMUSG00000039117.16_ENSMUSG00000039117.16.unspliced",84,19,64,0.226190476190476
"Taf4b_chr18_14783245_14900359_+_ENSMUSG00000054321.7_ENSMUSG00000054321.7.unspliced",49,12,36,0.244897959183673
"Taf5_chr19_47067746_47083479_+_ENSMUSG00000025049.6_ENSMUSG00000025049.6.unspliced",78,12,61,0.153846153846154
"Taf5l_chr8_123996318_124021397_-_ENSMUSG00000038697.15_ENSMUSG00000038697.15.unspliced",55,6,46,0.109090909090909
"Taf6_chr5_138178617_138187451_-_ENSMUSG00000036980.13_ENSMUSG00000036980.13.unspliced",85,6,72,0.0705882352941176
"Taf6l_chr19_8774487_8786417_-_ENSMUSG00000003680.16_ENSMUSG00000003680.16.unspliced",75,28,44,0.373333333333333
"Taf7_chr18_37640491_37644204_-_ENSMUSG00000051316.8_ENSMUSG00000051316.8.unspliced",97,35,61,0.360824742268041
"Taf8_chr17_47483364_47502292_-_ENSMUSG00000023980.7_ENSMUSG00000023980.7.unspliced",61,9,50,0.147540983606557
"Taf9b_chrX_106206883_106221158_-_ENSMUSG00000047242.14_ENSMUSG00000047242.14.unspliced",64,27,34,0.421875
"Tafa3_chr3_104767406_104781840_-_ENSMUSG00000055865.8_ENSMUSG00000055865.8.unspliced",81,37,38,0.45679012345679
"Tafa5_chr15_87544299_87759364_+_ENSMUSG00000054863.9_ENSMUSG00000054863.9.unspliced",95,36,55,0.378947368421053
"Tagap_chr17_7926000_7934897_+_ENSMUSG00000033450.8_ENSMUST00000036370.7",74,27,45,0.364864864864865
"Tagap1_chr17_6955011_6961156_-_ENSMUSG00000052031.8_ENSMUSG00000052031.8.unspliced",75,16,54,0.213333333333333
"Tagln3_chr16_45711230_45724608_-_ENSMUSG00000022658.10_ENSMUSG00000022658.10.unspliced",51,6,43,0.117647058823529
"Taldo1_chr7_141392199_141402968_+_ENSMUSG00000025503.5_ENSMUSG00000025503.5.unspliced",68,20,42,0.294117647058824
"Tamm41_chr6_115004381_115037876_-_ENSMUSG00000030316.13_ENSMUSG00000030316.13.unspliced",70,22,45,0.314285714285714
"Tanc1_chr2_59612042_59846149_+_ENSMUSG00000035168.16_ENSMUSG00000035168.16.unspliced",58,14,40,0.241379310344828
"Tanc2_chr11_105589986_105929304_+_ENSMUSG00000053580.16_ENSMUSG00000053580.16.unspliced",106,21,80,0.19811320754717
"Tango2_chr16_18300825_18348103_-_ENSMUSG00000013539.14_ENSMUSG00000013539.14.unspliced",61,10,47,0.163934426229508
"Tango6_chr8_106683068_106851439_+_ENSMUSG00000041949.6_ENSMUSG00000041949.6.unspliced",98,18,75,0.183673469387755
"Tank_chr2_61578585_61654171_+_ENSMUSG00000064289.15_ENSMUSG00000064289.15.unspliced",70,17,49,0.242857142857143
"Taok1_chr11_77529162_77607815_-_ENSMUSG00000017291.13_ENSMUSG00000017291.13.unspliced",53,13,37,0.245283018867925
"Taok3_chr5_117120129_117275219_+_ENSMUSG00000061288.13_ENSMUSG00000061288.13.unspliced",88,9,76,0.102272727272727
"Taok3_chr5_117120129_117275219_+_ENSMUSG00000061288.13_ENSMUST00000179276.7",75,13,59,0.173333333333333
"Tap1_chr17_34187553_34197225_+_ENSMUSG00000037321.17_ENSMUSG00000037321.17.unspliced",90,35,47,0.388888888888889
"Tap2_chr17_34203527_34216321_+_ENSMUSG00000024339.12_ENSMUSG00000024339.12.unspliced",76,16,58,0.210526315789474
"Tapbpl_chr6_125223933_125231860_-_ENSMUSG00000038213.7_ENSMUSG00000038213.7.unspliced",73,31,35,0.424657534246575
"Tapt1_chr5_44175154_44226626_-_ENSMUSG00000046985.11_ENSMUSG00000046985.11.unspliced",53,12,40,0.226415094339623
"Tarbp1_chr8_126425329_126475065_-_ENSMUSG00000090290.2_ENSMUSG00000090290.2.unspliced",71,10,57,0.140845070422535
"Tarbp2_chr15_102518192_102523676_+_ENSMUSG00000023051.11_ENSMUSG00000023051.11.unspliced",115,12,94,0.104347826086957
"Tardbp_chr4_148612382_148627019_-_ENSMUSG00000041459.15_ENSMUSG00000041459.15.unspliced",61,11,47,0.180327868852459
